URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/address-type,4.0.1,active,"2.16.840.1.113883.4.642.3.69",AddressType,AddressType,"The type of an address (physical / postal).","StructureDefinition/vrdr-death-location,StructureDefinition/vrdr-certifier,StructureDefinition/vrdr-decedent,StructureDefinition/vrdr-mortician,StructureDefinition/vrdr-funeral-home,StructureDefinition/vrdr-injury-location,StructureDefinition/vrdr-disposition-location","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/address-use,4.0.1,active,"2.16.840.1.113883.4.642.3.67",AddressUse,AddressUse,"The use of an address.","StructureDefinition/vrdr-death-location,StructureDefinition/vrdr-certifier,StructureDefinition/vrdr-decedent,StructureDefinition/vrdr-mortician,StructureDefinition/vrdr-funeral-home,StructureDefinition/vrdr-injury-location,StructureDefinition/vrdr-disposition-location","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/administrative-gender,4.0.1,active,"2.16.840.1.113883.4.642.3.1",AdministrativeGender,AdministrativeGender,"The gender of a person used for administrative purposes.","StructureDefinition/vrdr-decedent-mother,StructureDefinition/vrdr-decedent-father,StructureDefinition/vrdr-certifier,StructureDefinition/vrdr-decedent-spouse,StructureDefinition/vrdr-decedent,StructureDefinition/vrdr-mortician","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/body-site,4.0.1,draft,"2.16.840.1.113883.4.642.3.141",SNOMEDCTBodyStructures,SNOMED CT Body Structures,"This value set includes all codes from [SNOMED CT](http://snomed.info/sct) where concept is-a 442083009 (Anatomical or acquired body site (body structure)).","StructureDefinition/vrdr-place-of-injury,StructureDefinition/vrdr-tobacco-use-contributed-to-death,StructureDefinition/vrdr-entity-axis-cause-of-death,StructureDefinition/vrdr-decedent-usual-work,StructureDefinition/vrdr-surgery-date,StructureDefinition/vrdr-manner-of-death,StructureDefinition/vrdr-fetal-death-record-identifier,StructureDefinition/vrdr-decedent-military-service,StructureDefinition/vrdr-manual-underlying-cause-of-death,StructureDefinition/vrdr-examiner-contacted,StructureDefinition/vrdr-activity-at-time-of-death,StructureDefinition/vrdr-cause-of-death-part2,StructureDefinition/vrdr-cause-of-death-part1,StructureDefinition/vrdr-record-axis-cause-of-death,StructureDefinition/vrdr-death-certification,StructureDefinition/vrdr-birth-record-identifier-child,StructureDefinition/vrdr-birth-record-identifier,StructureDefinition/vrdr-decedent-age,StructureDefinition/vrdr-death-date,StructureDefinition/vrdr-automated-underlying-cause-of-death,StructureDefinition/vrdr-injury-incident,StructureDefinition/vrdr-autopsy-performed-indicator,StructureDefinition/vrdr-decedent-disposition-method,StructureDefinition/vrdr-decedent-pregnancy-status,StructureDefinition/vrdr-decedent-education-level","SCT"
http://hl7.org/fhir/ValueSet/bundle-type,4.0.1,active,"2.16.840.1.113883.4.642.3.620",BundleType,BundleType,"Indicates the purpose of a bundle - how it is intended to be used.","StructureDefinition/industry-occupation-coded-content-bundle,StructureDefinition/vrdr-mortality-roster-bundle,StructureDefinition/vrdr-death-certificate-document,StructureDefinition/vrdr-demographic-coded-content-bundle,StructureDefinition/vrdr-cause-of-death-coded-content-bundle","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/common-tags,4.0.1,draft,"2.16.840.1.113883.4.642.3.79",CommonTags,Common Tags,"Common Tag Codes defined by FHIR project","StructureDefinition/vrdr-mortality-roster-bundle","THO"
http://hl7.org/fhir/ValueSet/composition-attestation-mode,4.0.1,draft,"2.16.840.1.113883.4.642.3.238",CompositionAttestationMode,CompositionAttestationMode,"The way in which a person authenticated a composition.","StructureDefinition/vrdr-death-certificate","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/composition-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.241",CompositionStatus,CompositionStatus,"The workflow/clinical status of the composition.","StructureDefinition/vrdr-death-certificate","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/condition-code,4.0.1,draft,"2.16.840.1.113883.4.642.3.161",Condition/Problem/DiagnosisCodes,Condition/Problem/Diagnosis Codes,"Example value set for Condition/Problem/Diagnosis codes.","StructureDefinition/vrdr-death-certification","SCT"
http://hl7.org/fhir/ValueSet/contact-point-system,4.0.1,active,"2.16.840.1.113883.4.642.3.71",ContactPointSystem,ContactPointSystem,"Telecommunications form for contact point.","StructureDefinition/vrdr-certifier,StructureDefinition/vrdr-decedent,StructureDefinition/vrdr-mortician,StructureDefinition/vrdr-funeral-home","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/contact-point-use,4.0.1,active,"2.16.840.1.113883.4.642.3.73",ContactPointUse,ContactPointUse,"Use of contact point.","StructureDefinition/vrdr-certifier,StructureDefinition/vrdr-decedent,StructureDefinition/vrdr-mortician,StructureDefinition/vrdr-funeral-home","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/contactentity-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.416",ContactEntityType,Contact entity type,"This example value set defines a set of codes that can be used to indicate the purpose for which you would contact a contact party.","StructureDefinition/vrdr-funeral-home","THO"
http://hl7.org/fhir/ValueSet/data-absent-reason,4.0.1,active,"2.16.840.1.113883.4.642.3.5",DataAbsentReason,DataAbsentReason,"Used to specify why the normally expected content of the data element is missing.","StructureDefinition/vrdr-examiner-contacted,StructureDefinition/vrdr-place-of-injury,StructureDefinition/vrdr-activity-at-time-of-death,StructureDefinition/vrdr-cause-of-death-part2,StructureDefinition/vrdr-tobacco-use-contributed-to-death,StructureDefinition/vrdr-cause-of-death-part1,StructureDefinition/vrdr-birth-record-identifier-child,StructureDefinition/vrdr-record-axis-cause-of-death,StructureDefinition/vrdr-entity-axis-cause-of-death,StructureDefinition/vrdr-birth-record-identifier,StructureDefinition/vrdr-decedent-age,StructureDefinition/vrdr-death-date,StructureDefinition/vrdr-automated-underlying-cause-of-death,StructureDefinition/vrdr-decedent-usual-work,StructureDefinition/vrdr-surgery-date,StructureDefinition/vrdr-manner-of-death,StructureDefinition/vrdr-fetal-death-record-identifier,StructureDefinition/vrdr-injury-incident,StructureDefinition/vrdr-autopsy-performed-indicator,StructureDefinition/vrdr-decedent-military-service,StructureDefinition/vrdr-decedent-disposition-method,StructureDefinition/vrdr-decedent-pregnancy-status,StructureDefinition/vrdr-decedent-education-level,StructureDefinition/vrdr-manual-underlying-cause-of-death","THO"
http://hl7.org/fhir/ValueSet/days-of-week,4.0.1,active,"2.16.840.1.113883.4.642.3.512",DaysOfWeek,DaysOfWeek,"The days of the week.","StructureDefinition/vrdr-death-location,StructureDefinition/vrdr-injury-location,StructureDefinition/vrdr-disposition-location","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/device-action,4.0.1,draft,"2.16.840.1.113883.4.642.3.425",ProcedureDeviceActionCodes,Procedure Device Action Codes,"Example codes indicating the change that happened to the device during the procedure.  Note that these are in no way complete and might not even be appropriate for some uses.","StructureDefinition/vrdr-death-certification","SCT"
http://hl7.org/fhir/ValueSet/device-kind,4.0.1,draft,"2.16.840.1.113883.4.642.3.208",FHIRDeviceTypes,FHIR Device Types,"Codes used to identify medical devices. Includes concepts from SNOMED CT (http://www.snomed.org/) where concept is-a 49062001 (Device)  and is provided as a suggestive example.","StructureDefinition/vrdr-death-certification","SCT"
http://hl7.org/fhir/ValueSet/doc-section-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.237",DocumentSectionCodes,Document Section Codes,"Document section codes (LOINC codes used in CCDA sections).","StructureDefinition/vrdr-death-certificate","LOINC"
http://hl7.org/fhir/ValueSet/doc-typecodes,4.0.1,draft,"2.16.840.1.113883.4.642.3.240",FHIRDocumentTypeCodes,FHIR Document Type Codes,"FHIR Document Codes - all LOINC codes where scale type = 'DOC'.","StructureDefinition/vrdr-death-certificate","LOINC"
http://hl7.org/fhir/ValueSet/document-classcodes,4.0.1,active,"2.16.840.1.113883.3.88.12.80.46",DocumentClassValueSet,Document Class Value Set,"This is the code specifying the high-level kind of document (e.g. Prescription, Discharge Summary, Report, etc.). Note: Class code for documents comes from LOINC, and is based upon one of the following:The type of service described by the document. It is described at a very high level in Section 7.3 of the LOINC Manual. The type study performed. It was determined by identifying modalities for study reports. The section of the chart where the document is placed. It was determined from the SETs created for Claims Attachment requests.","StructureDefinition/vrdr-death-certificate","LOINC"
http://hl7.org/fhir/ValueSet/document-relationship-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.244",DocumentRelationshipType,DocumentRelationshipType,"The type of relationship between documents.","StructureDefinition/vrdr-death-certificate","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/event-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.109",EventStatus,EventStatus,"Codes identifying the lifecycle stage of an event.","StructureDefinition/vrdr-death-certification","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/http-verb,4.0.1,active,"2.16.840.1.113883.4.642.3.624",HTTPVerb,HTTPVerb,"HTTP verbs (in the HTTP command line). See [HTTP rfc](https://tools.ietf.org/html/rfc7231) for details.","StructureDefinition/industry-occupation-coded-content-bundle,StructureDefinition/vrdr-mortality-roster-bundle,StructureDefinition/vrdr-death-certificate-document,StructureDefinition/vrdr-demographic-coded-content-bundle,StructureDefinition/vrdr-cause-of-death-coded-content-bundle","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/identifier-type,4.0.1,active,"2.16.840.1.113883.4.642.3.45",Identifier Type Codes,IdentifierType,"A coded type for an identifier that can be used to determine which identifier to use for a specific purpose.","StructureDefinition/industry-occupation-coded-content-bundle,StructureDefinition/vrdr-mortality-roster-bundle,StructureDefinition/vrdr-decedent-mother,StructureDefinition/vrdr-decedent-father,StructureDefinition/vrdr-death-certificate-document,StructureDefinition/vrdr-demographic-coded-content-bundle,StructureDefinition/vrdr-cause-of-death-coded-content-bundle,StructureDefinition/vrdr-decedent,StructureDefinition/vrdr-funeral-home","THO (V2)"
http://hl7.org/fhir/ValueSet/identifier-use,4.0.1,active,"2.16.840.1.113883.4.642.3.57",IdentifierUse,IdentifierUse,"Identifies the purpose for this identifier, if known .","StructureDefinition/industry-occupation-coded-content-bundle,StructureDefinition/vrdr-mortality-roster-bundle,StructureDefinition/vrdr-decedent-mother,StructureDefinition/vrdr-decedent-father,StructureDefinition/vrdr-death-certificate-document,StructureDefinition/vrdr-demographic-coded-content-bundle,StructureDefinition/vrdr-cause-of-death-coded-content-bundle,StructureDefinition/vrdr-decedent,StructureDefinition/vrdr-funeral-home","hl7.fhir.r4.core"
