URL,Version,Status,OIDs,Name,Title,Descriptino,Used
http://hl7.org/fhir/address-type,4.0.1,active,"2.16.840.1.113883.4.642.4.70",AddressType,AddressType,"The type of an address (physical / postal).","ValueSet/address-type"
http://hl7.org/fhir/address-use,4.0.1,active,"2.16.840.1.113883.4.642.4.68",AddressUse,AddressUse,"The use of an address.","ValueSet/address-use"
http://hl7.org/fhir/administrative-gender,4.0.1,active,"2.16.840.1.113883.4.642.4.2",AdministrativeGender,AdministrativeGender,"The gender of a person used for administrative purposes.","ValueSet/vrdr-administrative-gender-vs,ValueSet/administrative-gender,ConceptMap/AdministrativeGenderCM"
http://hl7.org/fhir/bundle-type,4.0.1,active,"2.16.840.1.113883.4.642.4.621",BundleType,BundleType,"Indicates the purpose of a bundle - how it is intended to be used.","ValueSet/bundle-type"
http://hl7.org/fhir/composition-attestation-mode,4.0.1,draft,"2.16.840.1.113883.4.642.4.239",CompositionAttestationMode,CompositionAttestationMode,"The way in which a person authenticated a composition.","ValueSet/composition-attestation-mode"
http://hl7.org/fhir/composition-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.242",CompositionStatus,CompositionStatus,"The workflow/clinical status of the composition.","ValueSet/composition-status"
http://hl7.org/fhir/contact-point-system,4.0.1,active,"2.16.840.1.113883.4.642.4.72",ContactPointSystem,ContactPointSystem,"Telecommunications form for contact point.","ValueSet/contact-point-system"
http://hl7.org/fhir/contact-point-use,4.0.1,active,"2.16.840.1.113883.4.642.4.74",ContactPointUse,ContactPointUse,"Use of contact point.","ValueSet/contact-point-use"
http://hl7.org/fhir/days-of-week,4.0.1,active,"2.16.840.1.113883.4.642.4.513",DaysOfWeek,DaysOfWeek,"The days of the week.","ValueSet/days-of-week"
http://hl7.org/fhir/document-relationship-type,4.0.1,draft,"2.16.840.1.113883.4.642.4.245",DocumentRelationshipType,DocumentRelationshipType,"The type of relationship between documents.","ValueSet/document-relationship-type"
http://hl7.org/fhir/event-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.110",EventStatus,EventStatus,"Codes identifying the lifecycle stage of an event.","ValueSet/event-status"
http://hl7.org/fhir/http-verb,4.0.1,active,"2.16.840.1.113883.4.642.4.625",HTTPVerb,HTTPVerb,"HTTP verbs (in the HTTP command line). See [HTTP rfc](https://tools.ietf.org/html/rfc7231) for details.","ValueSet/http-verb"
http://hl7.org/fhir/identifier-use,4.0.1,active,"2.16.840.1.113883.4.642.4.58",IdentifierUse,IdentifierUse,"Identifies the purpose for this identifier, if known .","ValueSet/identifier-use"
http://hl7.org/fhir/link-type,4.0.1,active,"2.16.840.1.113883.4.642.4.424",LinkType,LinkType,"The type of link between this patient resource and another patient resource.","ValueSet/link-type"
http://hl7.org/fhir/list-mode,4.0.1,draft,"2.16.840.1.113883.4.642.4.319",ListMode,ListMode,"The processing mode that applies to this list.","ValueSet/list-mode"
http://hl7.org/fhir/location-mode,4.0.1,draft,"2.16.840.1.113883.4.642.4.331",LocationMode,LocationMode,"Indicates whether a resource instance represents a specific location or a class of locations.","ValueSet/location-mode"
http://hl7.org/fhir/location-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.333",LocationStatus,LocationStatus,"Indicates whether the location is still in use.","ValueSet/location-status"
http://hl7.org/fhir/name-use,4.0.1,active,"2.16.840.1.113883.4.642.4.66",NameUse,NameUse,"The use of a human name.","ValueSet/name-use"
http://hl7.org/fhir/observation-status,4.0.1,active,"2.16.840.1.113883.4.642.4.401",ObservationStatus,ObservationStatus,"Codes providing the status of an observation.","ValueSet/observation-status"
http://hl7.org/fhir/quantity-comparator,4.0.1,active,"2.16.840.1.113883.4.642.4.60",QuantityComparator,QuantityComparator,"How the Quantity should be understood and represented.","ValueSet/quantity-comparator"
http://hl7.org/fhir/search-entry-mode,4.0.1,active,"2.16.840.1.113883.4.642.4.623",SearchEntryMode,SearchEntryMode,"Why an entry is in the result set - whether it's included as a match or because of an _include requirement, or to convey information or warning information about the search process.","ValueSet/search-entry-mode"
http://hl7.org/fhir/sid/icd-10,2.1.1,retired,"2.16.840.1.113883.6.3",Icd10,ICD-10,"International Classification of Diseases revision 10 (ICD 10)","ValueSet/vrdr-icd10-causes-of-death-vs"
http://hl7.org/fhir/us/vr-common-library/CodeSystem/CodeSystem-country-code-vr,2.0.0,active,,CodeSystemCountryCodeVitalRecords,Country Codes Vital Records,"2 Letter Country Codes from GEC and ISO 3166-1.  This codesystem is only for use in the vital records use cases supported by this Implementation guide, and should not be used elsewhere.","ValueSet/ValueSet-residence-country-vr,ValueSet/ValueSet-birthplace-country-vr"
http://hl7.org/fhir/us/vr-common-library/CodeSystem/CodeSystem-jurisdictions-vr,2.0.0,active,,CodeSystemJurisdictionsVitalRecords,Jurisdictions Vital Records,"NVSS Jurisdictions that are not US States or Territories.  This codesystem is only for use in the vital records use cases supported by this Implementation guide, and should not be used elsewhere.","ValueSet/ValueSet-jurisdiction-vr"
http://hl7.org/fhir/us/vr-common-library/CodeSystem/CodeSystem-us-states-territories-vr,2.0.0,active,,CodeSystemUSStatesTerritoriesVitalRecords,US States and Territories,"Surrogate for usps.com codesystem - IG Publisher found issues with that codesystem.  This codesystem is only for use in the vital records use cases supported by this Implementation guide, and should not be used elsewhere.","ValueSet/ValueSet-states-territories-provinces-vr,ValueSet/ValueSet-jurisdiction-vr"
http://hl7.org/fhir/us/vr-common-library/CodeSystem/CodeSystem-vr-edit-flags,2.0.0,active,,CodeSystemEditFlagsVitalRecords,Birth and Death Edit Flags Vital Records,"This code system contains codes to represent all edit flags.  This codesystem is only for use in the vital records use cases supported by this Implementation guide, and should not be used elsewhere.","ValueSet/ValueSet-date-of-birth-edit-flags-vr,ValueSet/vrdr-edit-bypass-01-vs,ValueSet/valueset-edit-bypass-01234-vr,ValueSet/ValueSet-plurality-edit-flags-vr,ValueSet/vrdr-edit-bypass-012-vs,ConceptMap/EditBypass01CM,ConceptMap/EditBypass012CM,ValueSet/vrdr-edit-bypass-0124-vs,ConceptMap/EditBypass0124CM"
http://hl7.org/fhir/us/vr-common-library/CodeSystem/codesystem-ije-vr,2.0.0,active,,CodeSystemIJEVitalRecords,Placeholder Code System for IJE in Vital Records,"IJE Code System Placeholder is needed to provide a URL upon which to anchor concept maps. This codesystem is only for use in the vital records use cases supported by this Implementation guide, and should not be used elsewhere.","ConceptMap/MannerOfDeathCM,ConceptMap/MethodOfDispositionCM,ConceptMap/PlaceOfDeathCM,ConceptMap/ReplaceStatusCM,ConceptMap/EditBypass012CM,ConceptMap/IntentionalRejectCM,ConceptMap/SystemRejectCM,ConceptMap/FilingFormatCM,ConceptMap/AdministrativeGenderCM,ConceptMap/TransaxConversionCM,ConceptMap/EditBypass01CM,ConceptMap/PlaceOfInjuryCM,ConceptMap/CertifierTypesCM,ConceptMap/TransportationIncidentRoleCM,ConceptMap/ContributoryTobaccoUseCM,ConceptMap/DeathPregnancyStatusCM,ConceptMap/SpouseAliveCM,ConceptMap/EditBypass0124CM,ConceptMap/ActivityAtTimeOfDeathCM"
http://hl7.org/fhir/us/vrdr/CodeSystem/CodeSystem-death-pregnancy-status,3.0.0-preview1,active,,DeathPregnancyStatusCS,Death Pregnancy Status Codesystem,"Codes that reflect whether the decedent was pregnant at or around the time of death.","ValueSet/vrdr-death-pregnancy-status-vs,ConceptMap/DeathPregnancyStatusCM"
http://hl7.org/fhir/us/vrdr/CodeSystem/vrdr-activity-at-time-of-death-cs,3.0.0-preview1,active,,ActivityAtTimeOfDeathCS,Activity at Time of Death CodeSystem,"Activity at Time of Death Codesystem","ValueSet/vrdr-activity-at-time-of-death-vs,ConceptMap/ActivityAtTimeOfDeathCM"
http://hl7.org/fhir/us/vrdr/CodeSystem/vrdr-date-of-death-determination-methods-cs,3.0.0-preview1,active,,DateOfDeathDeterminationMethodsCS,Date of Death Determination Methods,"Date of Death Determination Methods CodeSystem","ValueSet/vrdr-date-of-death-determination-methods-vs"
http://hl7.org/fhir/us/vrdr/CodeSystem/vrdr-filing-format-cs,3.0.0-preview1,active,,FilingFormatCS,Filing Formats,"Death Certificate Filing Formats CodeSystem","ConceptMap/FilingFormatCM,ValueSet/vrdr-filing-format-vs"
http://hl7.org/fhir/us/vrdr/CodeSystem/vrdr-intentional-reject-cs,3.0.0-preview1,active,,IntentionalRejectCS,Intentional Reject,"Intentional Reject CodeSystem","ConceptMap/IntentionalRejectCM,ValueSet/vrdr-intentional-reject-vs"
