VRDR : Validation Results
=========================================

err = 0, warn = 123, info = 113
IG Publisher Version: 1.5.4 Out of date - current version is 1.6.18
Generated Mon Jul 29 13:12:33 EDT 2024. FHIR version 4.0.1 for hl7.fhir.us.vrdr#3.0.0-preview1 (canonical = http://hl7.org/fhir/us/vrdr)
 Build Errors : 0 / 1 / 0
 /Users/rpassas/Documents/current_projects/NVSS/vrdr/fsh-generated/resources/Bundle-CauseOfDeathCodedContentBundle-Example1 : 0 / 60 / 61
 /Users/rpassas/Documents/current_projects/NVSS/vrdr/fsh-generated/resources/Bundle-DeathCertificateDocument-Example1 : 0 / 58 / 97
 /Users/rpassas/Documents/current_projects/NVSS/vrdr/fsh-generated/resources/Bundle-DeathCertificateDocument-Example2 : 0 / 86 / 121
 /Users/rpassas/Documents/current_projects/NVSS/vrdr/fsh-generated/resources/Bundle-DeathCertificateDocument-UT-1 : 0 / 52 / 79
 /Users/rpassas/Documents/current_projects/NVSS/vrdr/fsh-generated/resources/Bundle-DemographicCodedContentBundle-Example1 : 0 / 8 / 7
 /Users/rpassas/Documents/current_projects/NVSS/vrdr/fsh-generated/resources/Bundle-IndustryOccupationCodedContentBundle-Example1 : 0 / 4 / 4
 /Users/rpassas/Documents/current_projects/NVSS/vrdr/fsh-generated/resources/Bundle-MortalityRosterBundle-Example1 : 0 / 2 / 16
 /Users/rpassas/Documents/current_projects/NVSS/vrdr/fsh-generated/resources/CodeSystem-CodeSystem-death-pregnancy-status : 0 / 0 / 1
 /Users/rpassas/Documents/current_projects/NVSS/vrdr/fsh-generated/resources/CodeSystem-vrdr-activity-at-time-of-death-cs : 0 / 0 / 1
 /Users/rpassas/Documents/current_projects/NVSS/vrdr/fsh-generated/resources/CodeSystem-vrdr-component-cs : 0 / 0 / 1
 /Users/rpassas/Documents/current_projects/NVSS/vrdr/fsh-generated/resources/CodeSystem-vrdr-date-of-death-determination-methods-cs : 0 / 0 / 1
 /Users/rpassas/Documents/current_projects/NVSS/vrdr/fsh-generated/resources/CodeSystem-vrdr-document-section-cs : 0 / 0 / 1
 /Users/rpassas/Documents/current_projects/NVSS/vrdr/fsh-generated/resources/CodeSystem-vrdr-filing-format-cs : 0 / 0 / 1
 /Users/rpassas/Documents/current_projects/NVSS/vrdr/fsh-generated/resources/CodeSystem-vrdr-intentional-reject-cs : 0 / 0 / 1
 /Users/rpassas/Documents/current_projects/NVSS/vrdr/fsh-generated/resources/CodeSystem-vrdr-location-type-cs : 0 / 0 / 1
 /Users/rpassas/Documents/current_projects/NVSS/vrdr/fsh-generated/resources/CodeSystem-vrdr-observations-cs : 0 / 0 / 1
 /Users/rpassas/Documents/current_projects/NVSS/vrdr/fsh-generated/resources/CodeSystem-vrdr-organization-type-cs : 0 / 0 / 1
 /Users/rpassas/Documents/current_projects/NVSS/vrdr/fsh-generated/resources/CodeSystem-vrdr-replace-status-cs : 0 / 0 / 1
 /Users/rpassas/Documents/current_projects/NVSS/vrdr/fsh-generated/resources/CodeSystem-vrdr-system-placeofinjury-cs : 0 / 0 / 1
 /Users/rpassas/Documents/current_projects/NVSS/vrdr/fsh-generated/resources/CodeSystem-vrdr-system-reject-cs : 0 / 0 / 1
 /Users/rpassas/Documents/current_projects/NVSS/vrdr/fsh-generated/resources/CodeSystem-vrdr-transax-conversion-cs : 0 / 0 / 1
