/Users/rpassas/Documents/current_projects/NVSS/vrdr/fsh-generated/resources/Bundle-DeathCertificateDocument-Example1.json: line 259, col 6, Info - This element does not match any known slice defined in the profile http://hl7.org/fhir/us/vrdr/StructureDefinition/vrdr-death-certificate-document|3.0.0-preview1 (this may not be a problem, but you should check that it's not intended to match a slice) (INFORMATIONAL)
/Users/rpassas/Documents/current_projects/NVSS/vrdr/fsh-generated/resources/Bundle-DeathCertificateDocument-Example1.json: line 412, col 6, Info - This element does not match any known slice defined in the profile http://hl7.org/fhir/us/vrdr/StructureDefinition/vrdr-death-certificate-document|3.0.0-preview1 (this may not be a problem, but you should check that it's not intended to match a slice) (INFORMATIONAL)
/Users/rpassas/Documents/current_projects/NVSS/vrdr/fsh-generated/resources/Bundle-DeathCertificateDocument-Example1.json: line 451, col 6, Info - This element does not match any known slice defined in the profile http://hl7.org/fhir/us/vrdr/StructureDefinition/vrdr-death-certificate-document|3.0.0-preview1 (this may not be a problem, but you should check that it's not intended to match a slice) (INFORMATIONAL)
/Users/rpassas/Documents/current_projects/NVSS/vrdr/fsh-generated/resources/Bundle-DeathCertificateDocument-Example1.json: line 487, col 6, Info - This element does not match any known slice defined in the profile http://hl7.org/fhir/us/vrdr/StructureDefinition/vrdr-death-certificate-document|3.0.0-preview1 (this may not be a problem, but you should check that it's not intended to match a slice) (INFORMATIONAL)
/Users/rpassas/Documents/current_projects/NVSS/vrdr/fsh-generated/resources/Bundle-DeathCertificateDocument-Example1.json: line 526, col 6, Info - This element does not match any known slice defined in the profile http://hl7.org/fhir/us/vrdr/StructureDefinition/vrdr-death-certificate-document|3.0.0-preview1 (this may not be a problem, but you should check that it's not intended to match a slice) (INFORMATIONAL)
/Users/rpassas/Documents/current_projects/NVSS/vrdr/fsh-generated/resources/Bundle-DeathCertificateDocument-Example1.json: line 570, col 6, Info - This element does not match any known slice defined in the profile http://hl7.org/fhir/us/vrdr/StructureDefinition/vrdr-death-certificate-document|3.0.0-preview1 (this may not be a problem, but you should check that it's not intended to match a slice) (INFORMATIONAL)
/Users/rpassas/Documents/current_projects/NVSS/vrdr/fsh-generated/resources/Bundle-DeathCertificateDocument-Example1.json: line 859, col 6, Info - This element does not match any known slice defined in the profile http://hl7.org/fhir/us/vrdr/StructureDefinition/vrdr-death-certificate-document|3.0.0-preview1 (this may not be a problem, but you should check that it's not intended to match a slice) (INFORMATIONAL)
/Users/rpassas/Documents/current_projects/NVSS/vrdr/fsh-generated/resources/Bundle-DeathCertificateDocument-Example1.json: line 908, col 6, Info - This element does not match any known slice defined in the profile http://hl7.org/fhir/us/vrdr/StructureDefinition/vrdr-death-certificate-document|3.0.0-preview1 (this may not be a problem, but you should check that it's not intended to match a slice) (INFORMATIONAL)
/Users/rpassas/Documents/current_projects/NVSS/vrdr/fsh-generated/resources/Bundle-DeathCertificateDocument-Example1.json: line 941, col 6, Info - This element does not match any known slice defined in the profile http://hl7.org/fhir/us/vrdr/StructureDefinition/vrdr-death-certificate-document|3.0.0-preview1 (this may not be a problem, but you should check that it's not intended to match a slice) (INFORMATIONAL)
/Users/rpassas/Documents/current_projects/NVSS/vrdr/fsh-generated/resources/Bundle-DeathCertificateDocument-Example1.json: line 974, col 6, Info - This element does not match any known slice defined in the profile http://hl7.org/fhir/us/vrdr/StructureDefinition/vrdr-death-certificate-document|3.0.0-preview1 (this may not be a problem, but you should check that it's not intended to match a slice) (INFORMATIONAL)
/Users/rpassas/Documents/current_projects/NVSS/vrdr/fsh-generated/resources/Bundle-DeathCertificateDocument-Example1.json: line 1016, col 6, Info - This element does not match any known slice defined in the profile http://hl7.org/fhir/us/vrdr/StructureDefinition/vrdr-death-certificate-document|3.0.0-preview1 (this may not be a problem, but you should check that it's not intended to match a slice) (INFORMATIONAL)
